LEAID	LEA_NAME	ST_NAME	LEA_CWIFTEST	LEA_CWIFTSE
2707500	Cannon Falls Public School District	Minnesota	0.955	0.031
2707590	Carlton Public School District	Minnesota	0.945	0.032
2708070	Cass Lake-Bena Public Schools	Minnesota	0.875	0.031
2708100	Centennial Public School District	Minnesota	1.02	0.014
2708190	Eastern Carver County Public Schools	Minnesota	1.047	0.024
2708220	Chatfield Public Schools	Minnesota	0.875	0.021
2708880	Franconia Public School District	Minnesota	0.973	0.04
2708910	Chisholm Public School District	Minnesota	0.905	0.015
2708940	Chokio-Alberta Public School District	Minnesota	0.862	0.033
2709330	Cleveland Public School District	Minnesota	0.885	0.025
2709360	Climax-Shelly Public Schools	Minnesota	0.862	0.033
2709420	Cloquet Public School District	Minnesota	0.943	0.031
2709440	Rocori Public School District	Minnesota	0.907	0.014
2709480	Greenway Public School District	Minnesota	0.916	0.025
2709510	Columbia Heights Public School District	Minnesota	1.02	0.014
2709540	Comfrey Public School District	Minnesota	0.859	0.027
2709690	Cromwell-Wright Public Schools	Minnesota	0.945	0.032
2709720	Crookston Public School District	Minnesota	0.861	0.042
2709750	Crosby-Ironton Public School District	Minnesota	0.898	0.028
2710060	Dassel-Cokato Public School District	Minnesota	0.944	0.021
2710090	Dawson-Boyd Public School District	Minnesota	0.819	0.037
2710140	Deer River Public School District	Minnesota	0.914	0.024
2710170	Delano Public School District	Minnesota	1.01	0.025
2710230	Detroit Lakes Public School District	Minnesota	0.913	0.028
2710260	Dilworth-Glyndon-Felton	Minnesota	0.863	0.034
2711010	Dover-Eyota Public School District	Minnesota	0.998	0.013
2711040	Duluth Public School District	Minnesota	0.905	0.015
2711085	East Central School District	Minnesota	0.82	0.036
2711130	East Grand Forks Public School District	Minnesota	0.86	0.042
2711190	Eden Valley-Watkins School District	Minnesota	0.889	0.017
2711220	Edgerton Public School District	Minnesota	0.897	0.031
2711250	Edina Public School District	Minnesota	1.073	0.005
2711370	Elk River School District	Minnesota	1.01	0.02
2711460	Ellsworth Public School District	Minnesota	0.834	0.025
2711520	Ely Public School District	Minnesota	0.905	0.015
2711670	Minnetonka Public School District	Minnesota	1.067	0.007
2711760	Faribault Public School District	Minnesota	0.919	0.041
2711820	Farmington Public School District	Minnesota	1.007	0.011
2711880	Fergus Falls Public School District	Minnesota	0.885	0.026
2711910	Fertile-Beltrami School District	Minnesota	0.861	0.038
2712180	Fisher Public School District	Minnesota	0.86	0.042
2712210	Floodwood Public School District	Minnesota	0.904	0.014
2712240	Foley Public School District	Minnesota	0.902	0.041
2712270	Forest Lake Public School District	Minnesota	1.014	0.012
2712300	Fosston Public School District	Minnesota	0.861	0.035
2712360	Frazee-Vergas Public School District	Minnesota	0.909	0.025
2712420	Fridley Public School District	Minnesota	1.02	0.014
2712480	Fulda Public School District	Minnesota	0.889	0.028
2712580	G.F.W.	Minnesota	0.858	0.021
2712900	Goodhue Public School District	Minnesota	0.949	0.03
2713020	Goodridge Public School District	Minnesota	0.888	0.046
2713040	Granada-Huntley-East Chain	Minnesota	0.871	0.037
2713110	Cook County Public Schools	Minnesota	0.843	0.04
2713140	Grand Meadow Public School District	Minnesota	0.963	0.046
2713170	Grand Rapids Public School District	Minnesota	0.916	0.025
2713380	Hancock Public School District	Minnesota	0.865	0.033
2713530	Hastings Public School District	Minnesota	1.008	0.01
2713560	Hawley Public School District	Minnesota	0.863	0.034
2713590	Hayfield Public School District	Minnesota	0.964	0.044
2713680	Hendricks Public School District	Minnesota	0.812	0.033
2713860	Henning Public School District	Minnesota	0.885	0.026
2713890	Herman-Norcross School District	Minnesota	0.925	0.05
2713920	Hermantown Public School District	Minnesota	0.905	0.015
2713930	Heron Lake-Okabena School District	Minnesota	0.871	0.032
2713980	Hibbing Public School District	Minnesota	0.905	0.015
2714010	Hill City Public School District	Minnesota	0.874	0.023
2714040	Hills-Beaver Creek School District	Minnesota	0.905	0.034
2714070	Hinckley-Finlayson School District	Minnesota	0.822	0.035
2714190	Holdingford Public School District	Minnesota	0.903	0.014
2714220	Eden Prairie Public School District	Minnesota	1.073	0.005
2714260	Hopkins Public School District	Minnesota	1.073	0.005
2714280	Houston Public School District	Minnesota	0.809	0.031
2714970	Hutchinson Public School District	Minnesota	0.858	0.037
2715000	International Falls School District	Minnesota	0.814	0.044
2715030	Inver Grove Heights Schools	Minnesota	1.007	0.011
2715510	Isle Public School District	Minnesota	0.873	0.036
2715540	Ivanhoe Public School District	Minnesota	0.812	0.033
2715750	Jordan Public School District	Minnesota	1.02	0.016
2716830	Prinsburg Public School District	Minnesota	0.9	0.023
2716980	Kasson-Mantorville School District	Minnesota	0.963	0.045
2717010	Kelliher Public School District	Minnesota	0.888	0.03
2717100	Kenyon-Wanamingo School District	Minnesota	0.953	0.03
2717120	Kerkhoven-Murdock-Sunburg	Minnesota	0.845	0.029
2717220	Kimball Public School District	Minnesota	0.9	0.012
2717250	La Crescent-Hokah School District	Minnesota	0.809	0.03
2717460	Lake Benton Public School District	Minnesota	0.812	0.033
2717520	Lake City Public School District	Minnesota	0.865	0.028
2717570	Lake of the Woods School District	Minnesota	0.814	0.044
2717780	Lakeville Public School District	Minnesota	1.009	0.01
2717880	Lancaster Public School District	Minnesota	0.814	0.044
2717910	Lanesboro Public School District	Minnesota	0.808	0.032
2717940	Laporte Public School District	Minnesota	0.827	0.046
2718060	LeRoy-Ostrander Public Schools	Minnesota	0.926	0.036
2718070	Le Sueur-Henderson School District	Minnesota	0.885	0.025
2718090	Lewiston-Altura Public School District	Minnesota	0.832	0.024
2718210	Litchfield Public School District	Minnesota	0.875	0.031
2718240	Little Falls Public School District	Minnesota	0.827	0.036
2718270	Littlefork-Big Falls School District	Minnesota	0.814	0.044
2718330	Luverne Public School District	Minnesota	0.904	0.033
2718360	Lyle Public School District	Minnesota	0.961	0.044
2718390	Lynd Public School District	Minnesota	0.862	0.03
2718540	Mabel-Canton Public School District	Minnesota	0.808	0.032
2718570	Madelia Public School District	Minnesota	0.863	0.056
2718660	Mahnomen Public School District	Minnesota	0.865	0.037
2718750	Mahtomedi Public School District	Minnesota	1.023	0.016
2718780	Mankato Public School District	Minnesota	0.916	0.018
2718810	Maple Lake Public School District	Minnesota	0.992	0.033
2718920	Grygla Public School District	Minnesota	0.883	0.03
2718940	Marshall Public School District	Minnesota	0.862	0.03
2718960	Martin County West School District	Minnesota	0.878	0.044
2719170	McGregor Public School District	Minnesota	0.874	0.023
2719320	Medford Public School District	Minnesota	0.937	0.031
2720550	Melrose Public School District	Minnesota	0.906	0.014
2720580	Menahga Public School District	Minnesota	0.889	0.024
2720670	Milaca Public School District	Minnesota	0.872	0.043
2721210	Milroy Public School District	Minnesota	0.955	0.05
2721240	Minneapolis Public School District	Minnesota	1.073	0.005
2721270	Minneota Public School District	Minnesota	0.859	0.028
2721320	Montevideo Public School District	Minnesota	0.935	0.05
2721390	Monticello Public School District	Minnesota	0.993	0.03
2721420	Moorhead Public School District	Minnesota	0.863	0.034
2721450	Moose Lake Public School District	Minnesota	0.913	0.026
2721480	Mora Public School District	Minnesota	0.874	0.023
2722920	Westonka Public School District	Minnesota	1.073	0.005
2722950	Mounds View Public School District	Minnesota	1.003	0.008
2723010	Mountain Lake Public Schools	Minnesota	0.861	0.062
2723310	Nashwauk-Keewatin School District	Minnesota	0.916	0.025
2723370	Nevis Public School District	Minnesota	0.827	0.046
2723400	New London-Spicer School District	Minnesota	0.9	0.023
2723430	New Prague Area Schools	Minnesota	0.97	0.013
2723490	New Ulm Public School District	Minnesota	0.867	0.022
2723520	New York Mills Public School District	Minnesota	0.885	0.025
2723550	Marshall County Central Schools	Minnesota	0.888	0.046
2723580	Nicollet Public School District	Minnesota	0.91	0.032
2723820	North Branch Public Schools	Minnesota	0.969	0.037
2723850	North St. Paul-Maplewood-Oakdale School District	Minnesota	1.011	0.008
2723880	Northfield Public School District	Minnesota	0.929	0.036
2723910	Central Public School District	Minnesota	1.045	0.024
2723970	Ogilvie Public School District	Minnesota	0.876	0.022
2725050	Onamia Public School District	Minnesota	0.868	0.038
2725080	Orono Public School District	Minnesota	1.073	0.005
2725140	Osakis Public School District	Minnesota	0.871	0.021
2725200	Osseo Public School District	Minnesota	1.073	0.005
2728050	Owatonna Public School District	Minnesota	0.939	0.033
2728080	Park Rapids Public School District	Minnesota	0.84	0.04
2728110	Parkers Prairie Public School District	Minnesota	0.882	0.021
2728140	Paynesville Public School District	Minnesota	0.902	0.011
2728170	Pelican Rapids Public School District	Minnesota	0.885	0.024
2728200	Pequot Lakes Public Schools	Minnesota	0.896	0.025
2728230	Perham-Dent Public School District	Minnesota	0.885	0.026
2728290	Rushford-Peterson Public Schools	Minnesota	0.809	0.029
2728320	Pierz Public School District	Minnesota	0.827	0.035
2728350	Pillager Public School District	Minnesota	0.88	0.034
2728380	Pine City Public School District	Minnesota	0.819	0.037
2728950	Pine Island Public School District	Minnesota	0.976	0.017
2728960	Pine Point Public School District	Minnesota	0.914	0.029
2728970	Pine River-Backus Public School District	Minnesota	0.885	0.034
2730030	Princeton Public School District	Minnesota	0.939	0.027
2730060	Prior Lake-Savage Area Schools	Minnesota	1.02	0.016
2730090	Proctor Public School District	Minnesota	0.905	0.015
2730150	Randolph Public School District	Minnesota	1.003	0.01
2730450	Red Lake Falls Public School District	Minnesota	0.887	0.046
2730480	Red Wing Public School District	Minnesota	0.954	0.032
2730510	Red Lake Public School District	Minnesota	0.888	0.03
2730870	Northland Community Schools	Minnesota	0.884	0.037
2731750	Richfield Public School District	Minnesota	1.073	0.005
2731780	Robbinsdale Public School District	Minnesota	1.073	0.005
2731800	Rochester Public School District	Minnesota	0.997	0.013
2732070	Rockford Public School District	Minnesota	1.034	0.016
2732250	Roseau Public School District	Minnesota	0.814	0.044
2732390	Rosemount-Apple Valley-Eagan	Minnesota	1.007	0.011
2732430	Roseville Public School District	Minnesota	1.003	0.008
2732460	Rothsay Public School District	Minnesota	0.912	0.032
2732520	Royalton Public School District	Minnesota	0.836	0.033
2732550	Rush City Public School District	Minnesota	0.959	0.036
2732700	South Koochiching School District	Minnesota	0.814	0.044
2732820	Sartell-St. Stephen School District	Minnesota	0.907	0.014
2732850	Sauk Centre Public School District	Minnesota	0.899	0.017
2732880	Sauk Rapids-Rice Public Schools	Minnesota	0.905	0.045
2732970	Sebeka Public School District	Minnesota	0.879	0.031
2733000	Shakopee Public School District	Minnesota	1.02	0.016
2733210	Sleepy Eye Public School District	Minnesota	0.858	0.026
2733270	South St. Paul Public School District	Minnesota	1.007	0.011
2733300	Spring Grove School District	Minnesota	0.808	0.032
2733330	Spring Lake Park Public Schools	Minnesota	1.02	0.014
2733390	Springfield Public School District	Minnesota	0.872	0.023
2733420	St. Anthony-New Brighton Schools	Minnesota	1.045	0.004
2733450	St. Charles Public School District	Minnesota	0.836	0.024
2733480	St. Clair Public School District	Minnesota	0.919	0.021
2733510	St. Cloud Public School District	Minnesota	0.919	0.012
2733540	St. Francis Area Schools	Minnesota	1.013	0.013
2733600	St. James Public School District	Minnesota	0.861	0.061
2733720	Nett Lake Public School District	Minnesota	0.887	0.015
2733780	St. Louis Park Public School District	Minnesota	1.073	0.005
2733790	St. Michael-Albertville School District	Minnesota	0.992	0.033
2733810	South Washington County School District	Minnesota	1.023	0.016
2733840	St. Paul Public School District	Minnesota	1.003	0.008
2733870	St. Peter Public School District	Minnesota	0.906	0.028
2733900	Staples-Motley School District	Minnesota	0.868	0.025
2738160	Stewartville Public School District	Minnesota	0.99	0.011
2738190	Stillwater Area Public School District	Minnesota	1.023	0.016
2738280	Swanville Public School District	Minnesota	0.846	0.027
2738850	Thief River Falls School District	Minnesota	0.888	0.046
2738880	Esko Public School District	Minnesota	0.945	0.032
2740665	Triton School District	Minnesota	0.963	0.045
2740680	Truman Public School District	Minnesota	0.875	0.033
2740740	Lake Superior Public School District	Minnesota	0.856	0.032
2740810	Ulen-Hitterdal Public School District	Minnesota	0.869	0.03
2740830	Underwood Public School District	Minnesota	0.885	0.026
2740860	Upsala Public School District	Minnesota	0.833	0.033
2740920	Verndale Public School District	Minnesota	0.877	0.034
2741060	Wabasha-Kellogg Public School District	Minnesota	0.841	0.034
2741430	Wabasso Public School District	Minnesota	0.957	0.051
2741460	Waconia Public School District	Minnesota	1.053	0.019
2741850	Warroad Public School District	Minnesota	0.814	0.044
2741880	Waseca Public School District	Minnesota	0.838	0.038
2741910	Watertown-Mayer Public School District	Minnesota	1.044	0.021
2742120	Waubun-Ogema-White Earth Public Schools	Minnesota	0.894	0.022
2742160	Wayzata Public School District	Minnesota	1.073	0.005
2742270	West St. Paul-Mendota Heights-Eagan	Minnesota	1.007	0.011
2742330	Wheaton Area Public School District	Minnesota	0.931	0.054
2742360	White Bear Lake School District	Minnesota	1.008	0.007
2742720	Willmar Public School District	Minnesota	0.9	0.023
2742750	Willow River Public School District	Minnesota	0.819	0.037
2742780	Windom Public School District	Minnesota	0.862	0.058
2744070	Winona Area Public School District	Minnesota	0.832	0.024
2744160	Worthington Public School District	Minnesota	0.826	0.027
2744190	Wrenshall Public School District	Minnesota	0.945	0.032
2745735	Zumbrota-Mazeppa School District	Minnesota	0.923	0.025
2791445	Lake Crystal-Wellcome Memorial	Minnesota	0.919	0.021
2791446	Tri-County School District	Minnesota	0.827	0.037
2791447	Kittson Central School District	Minnesota	0.814	0.044
2791449	Win-E-Mac School District	Minnesota	0.861	0.041
2791450	Mesabi East School District	Minnesota	0.905	0.015
2791451	Janesville-Waldorf-Pemberton	Minnesota	0.85	0.032
2800185	West Bolivar Consolidated School District	Mississippi	0.917	0.043
2800186	North Bolivar Consolidated School District	Mississippi	0.917	0.043
2800187	Sunflower County Consolidated School District	Mississippi	0.917	0.043
2800189	Starkville Oktibbeha Consolidated School District	Mississippi	0.843	0.028
2800191	West Point Consolidated School District	Mississippi	0.779	0.035
2800195	Holmes County Consolidated School District	Mississippi	0.738	0.043
2800196	Winona-Montgomery County Consolidated School District	Mississippi	0.757	0.047
2800198	Greenwood-Leflore Consolidated School District	Mississippi	0.738	0.043
2800200	Chickasaw County School District	Mississippi	0.792	0.025
2800360	Aberdeen School District	Mississippi	0.779	0.035
2800390	Alcorn School District	Mississippi	0.779	0.035
2800420	Amite County School District	Mississippi	0.782	0.036
2800450	Amory School District	Mississippi	0.779	0.035
2800510	Attala County School District	Mississippi	0.757	0.047
2800540	Baldwyn School District	Mississippi	0.837	0.023
2800570	Bay St. Louis-Waveland School District	Mississippi	0.812	0.077
2800600	Benton County School District	Mississippi	0.792	0.025
2800630	Biloxi Public School District	Mississippi	0.828	0.025
2800750	Cleveland School District	Mississippi	0.917	0.043
2800820	Booneville School District	Mississippi	0.792	0.025
2800840	Brookhaven School District	Mississippi	0.782	0.036
2800870	Calhoun County School District	Mississippi	0.792	0.025
2800900	Canton Public School District	Mississippi	0.838	0.026
2800930	Carroll County School District	Mississippi	0.757	0.047
2800990	Choctaw County School District	Mississippi	0.757	0.047
2801020	Claiborne County School District	Mississippi	0.881	0.036
2801050	Clarksdale Municipal School District	Mississippi	0.917	0.043
2801090	Clinton Public School District	Mississippi	0.883	0.02
2801110	Coahoma County School District	Mississippi	0.917	0.043
2801140	Coffeeville School District	Mississippi	0.757	0.047
2801170	Columbia School District	Mississippi	0.782	0.045
2801200	Columbus Municipal School District	Mississippi	0.835	0.039
2801220	Copiah County School District	Mississippi	0.881	0.036
2801260	Corinth School District	Mississippi	0.779	0.035
2801290	Covington County School District	Mississippi	0.782	0.045
2801320	DeSoto County School District	Mississippi	0.867	0.038
2801380	East Jasper School District	Mississippi	0.816	0.044
2801410	East Tallahatchie School District	Mississippi	0.757	0.047
2801440	Enterprise School District	Mississippi	0.816	0.044
2801470	Forest Municipal School District	Mississippi	0.829	0.044
2801490	Forrest County Schools	Mississippi	0.755	0.026
2801530	Franklin County School District	Mississippi	0.782	0.036
2801560	George County School District	Mississippi	0.815	0.032
2801590	Greene County School District	Mississippi	0.815	0.032
2801620	Greenville Public School District	Mississippi	0.848	0.041
2801680	Grenada School District	Mississippi	0.757	0.047
2801710	Gulfport School District	Mississippi	0.828	0.025
2801740	Hancock County School District	Mississippi	0.812	0.077
2801770	Harrison County School District	Mississippi	0.828	0.025
2801800	Hattiesburg Public School District	Mississippi	0.756	0.024
2801830	Hazlehurst City School District	Mississippi	0.881	0.036
2801860	Hinds County School District	Mississippi	0.883	0.02
2801890	Hollandale School District	Mississippi	0.848	0.041
2801950	Holly Springs School District	Mississippi	0.792	0.025
2802040	Humphreys County School District	Mississippi	0.738	0.043
2802100	Itawamba County School District	Mississippi	0.779	0.035
2802160	Jackson County School District	Mississippi	0.815	0.032
2802190	Jackson Public School District	Mississippi	0.883	0.02
2802220	Jefferson County School District	Mississippi	0.782	0.036
2802250	Jefferson Davis County School District	Mississippi	0.782	0.045
2802280	Jones County School District	Mississippi	0.816	0.044
2802310	Kemper County School District	Mississippi	0.829	0.044
2802340	Kosciusko School District	Mississippi	0.757	0.047
2802370	Lafayette County School District	Mississippi	0.84	0.036
2802400	Lamar County School District	Mississippi	0.782	0.045
2802430	Lauderdale County School District	Mississippi	0.832	0.041
2802460	Laurel School District	Mississippi	0.816	0.044
2802490	Lawrence County School District	Mississippi	0.782	0.036
2802520	Leake County School District	Mississippi	0.829	0.044
2802550	Lee County School District	Mississippi	0.907	0.045
2802610	Leland School District	Mississippi	0.848	0.041
2802640	Lincoln County School District	Mississippi	0.782	0.036
2802670	Long Beach School District	Mississippi	0.828	0.025
2802700	Louisville Municipal School District	Mississippi	0.829	0.044
2802730	Lowndes County School District	Mississippi	0.835	0.039
2802790	Madison County School District	Mississippi	0.838	0.026
2802820	Marion County School District	Mississippi	0.782	0.045
2802850	Marshall County School District	Mississippi	0.792	0.025
2802880	McComb School District	Mississippi	0.782	0.036
2802910	Meridian Public School District	Mississippi	0.832	0.041
2802940	Monroe County School District	Mississippi	0.779	0.035
2803000	Moss Point School District	Mississippi	0.815	0.032
2803030	Natchez-Adams School District	Mississippi	0.782	0.036
2803060	Neshoba County School District	Mississippi	0.829	0.044
2803090	Nettleton School District	Mississippi	0.839	0.027
2803120	New Albany Public Schools	Mississippi	0.792	0.025
2803150	Newton County School District	Mississippi	0.816	0.044
2803180	Newton Municipal School	Mississippi	0.816	0.044
2803210	North Panola School District	Mississippi	0.757	0.047
2803240	North Pike School District	Mississippi	0.782	0.036
2803270	North Tippah School District	Mississippi	0.792	0.025
2803300	Noxubee County School District	Mississippi	0.829	0.044
2803360	Ocean Springs School District	Mississippi	0.815	0.032
2803390	Okolona Separate School District	Mississippi	0.791	0.024
2803450	Oxford School District	Mississippi	0.84	0.036
2803480	Pascagoula-Gautier School District	Mississippi	0.815	0.032
2803510	Pass Christian Public School District	Mississippi	0.828	0.025
2803520	Pearl Public School District	Mississippi	0.857	0.029
2803530	Petal School District	Mississippi	0.755	0.026
2803540	Pearl River County School District	Mississippi	0.782	0.045
2803570	Perry County Schools	Mississippi	0.816	0.044
2803600	Philadelphia Public School District	Mississippi	0.829	0.044
2803630	Picayune School District	Mississippi	0.782	0.044
2803660	Pontotoc County Schools	Mississippi	0.792	0.025
2803690	Pontotoc City Schools	Mississippi	0.792	0.025
2803720	Poplarville Separate School District	Mississippi	0.782	0.045
2803750	Prentiss County School District	Mississippi	0.792	0.025
2803780	Quitman School District	Mississippi	0.816	0.044
2803810	Quitman County School District	Mississippi	0.757	0.047
2803830	Rankin County School District	Mississippi	0.857	0.029
2803870	Richton School District	Mississippi	0.816	0.044
2803900	Scott County School District	Mississippi	0.829	0.044
2803930	Senatobia Municipal School District	Mississippi	0.84	0.036
2803960	South Delta School District	Mississippi	0.738	0.043
2803990	Simpson County School District	Mississippi	0.816	0.044
2804020	Smith County School District	Mississippi	0.816	0.044
2804050	South Panola School District	Mississippi	0.757	0.047
2804080	South Pike School District	Mississippi	0.782	0.036
2804110	South Tippah School District	Mississippi	0.792	0.025
2804170	Stone County School District	Mississippi	0.782	0.045
2804230	Tate County School District	Mississippi	0.84	0.036
2804260	Tishomingo County Schools	Mississippi	0.779	0.035
2804290	Tunica County School District	Mississippi	0.757	0.047
2804320	Tupelo Public School District	Mississippi	0.907	0.045
2804350	Union County School District	Mississippi	0.792	0.025
2804380	Union Public School District	Mississippi	0.821	0.032
2804440	Walthall County School District	Mississippi	0.782	0.045
2804470	Vicksburg Warren School District	Mississippi	0.881	0.036
2804500	Water Valley School District	Mississippi	0.757	0.047
2804530	Wayne County School District	Mississippi	0.816	0.044
2804560	Webster County School District	Mississippi	0.779	0.035
2804590	West Jasper School District	Mississippi	0.816	0.044
2804650	West Tallahatchie School	Mississippi	0.757	0.047
2804680	Western Line School District	Mississippi	0.847	0.041
2804710	Wilkinson County School District	Mississippi	0.782	0.036
2804770	Yazoo City Municipal School District	Mississippi	0.738	0.043
2804800	Yazoo County School District	Mississippi	0.738	0.043
2900001	Maries County R-II School District	Missouri	0.777	0.029
2900002	South Harrison County R-II School District	Missouri	0.754	0.03
2900003	Portageville School District	Missouri	0.756	0.025
2900004	New Madrid County R-I School District	Missouri	0.756	0.025
2901000	Columbia 93 School District	Missouri	0.825	0.017
2902850	Adrian R-III School District	Missouri	0.793	0.033
2902880	Advance R-IV School District	Missouri	0.763	0.022
2902910	Affton 101 School District	Missouri	0.966	0.006
2902970	Albany R-III School District	Missouri	0.754	0.03
2903000	Santa Fe R-X School District	Missouri	0.809	0.031
2903040	Altenburg 48 School District	Missouri	0.791	0.047
2903060	Alton R-IV School District	Missouri	0.791	0.047
2903120	Appleton City R-II School District	Missouri	0.793	0.033
2903150	Arcadia Valley R-II School District	Missouri	0.789	0.034
2903200	Archie R-V School District	Missouri	0.864	0.027
2903270	Ash Grove R-IV School District	Missouri	0.798	0.012
2903480	Atlanta C-3 Schools	Missouri	0.667	0.049
2904020	Aurora R-VIII School District	Missouri	0.717	0.027
2904050	Ava R-I School District	Missouri	0.739	0.036
2904080	Avenue City R-IX School District	Missouri	0.833	0.04
2904110	Avilla R-XIII School District	Missouri	0.731	0.022
2904140	Bakersfield R-IV School District	Missouri	0.739	0.036
2904170	Ballard R-II School District	Missouri	0.793	0.033
2904500	Bayless School District	Missouri	0.966	0.006
2904530	Bell City R-II School District	Missouri	0.756	0.025
2904590	Belleview R-III School District	Missouri	0.789	0.035
2904620	Belton 124 School District	Missouri	0.868	0.029
2904890	Scott County R-IV School District	Missouri	0.756	0.025
2904950	Bernie R-XIII School District	Missouri	0.756	0.025
2904980	Bevier C-4 School District	Missouri	0.667	0.049
2905070	Billings R-IV School District	Missouri	0.826	0.038
2905130	Bismarck R-V School District	Missouri	0.789	0.035
2905190	Blackwater R-II School District	Missouri	0.724	0.034
2905250	Bloomfield R-XIV School District	Missouri	0.756	0.025
2905280	Blue Eye R-V School District	Missouri	0.717	0.027
2905310	Blue Springs R-IV School District	Missouri	0.948	0.008
2905370	Bolivar R-I School District	Missouri	0.795	0.035
2905400	Boncl R-X School District	Missouri	0.789	0.034
2905430	North St. Francis County R-I School District	Missouri	0.789	0.035
2905580	Boonville R-I School District	Missouri	0.724	0.034
2905610	Bosworth R-V School District	Missouri	0.667	0.049
2905640	Crawford County R-I School District	Missouri	0.791	0.044
2905660	Bowling Green R-I School District	Missouri	0.789	0.034
2905700	Bradleyville R-I School District	Missouri	0.818	0.044
2905730	Delta C-7 School District	Missouri	0.752	0.023
2905760	Branson R-IV School District	Missouri	0.821	0.051
2905790	Adair County R-II School District	Missouri	0.759	0.029
2905820	Braymer C-4 School District	Missouri	0.748	0.023
2905850	Breckenridge R-I School District	Missouri	0.754	0.03
2905880	Brentwood School District	Missouri	0.966	0.006
2905910	Bronaugh R-VII School District	Missouri	0.793	0.033
2905940	Brookfield R-III School District	Missouri	0.804	0.034
2906000	Linn County R-I School District	Missouri	0.805	0.034
2906030	Brunswick R-II School District	Missouri	0.667	0.049
2906090	Bucklin R-II School District	Missouri	0.782	0.031
2906120	Dallas County R-I School District	Missouri	0.796	0.035
2906150	Cooper County R-IV School District	Missouri	0.724	0.034
2906170	Bunker R-III School District	Missouri	0.791	0.047
2906360	Butler R-V School District	Missouri	0.793	0.033
2906430	Cabool R-IV School District	Missouri	0.739	0.036
2906450	Cainsville R-I School District	Missouri	0.758	0.027
2906480	Calhoun R-VIII School District	Missouri	0.793	0.033
2906510	Moniteau County R-I School District	Missouri	0.697	0.041
2906540	Callao C-8 School District	Missouri	0.667	0.049
2906990	Camdenton R-III School District	Missouri	0.697	0.041
2907020	Cameron R-I School District	Missouri	0.826	0.036
2907050	Campbell R-II School District	Missouri	0.722	0.044
2907080	Canton R-V School District	Missouri	0.785	0.036
2907120	Cape Girardeau 63 School District	Missouri	0.8	0.029
2907320	Nell Holcomb R-IV School District	Missouri	0.8	0.029
2907350	Carl Junction R-I School District	Missouri	0.732	0.022
2907380	Carrollton R-VII School District	Missouri	0.667	0.049
2907460	Carthage R-IX School District	Missouri	0.731	0.022
2907470	Caruthersville 18 School District	Missouri	0.756	0.025
2908170	Cassville R-IV School District	Missouri	0.717	0.027
2908250	Center 58 School District	Missouri	0.948	0.008
2908320	Johnson County R-VII School District	Missouri	0.854	0.035
2908340	Centerville R-I School District	Missouri	0.791	0.047
2908370	Fort Zumwalt R-II School District	Missouri	0.94	0.012
2908400	Centralia R-VI School District	Missouri	0.816	0.014
2908430	Chadwick R-I School District	Missouri	0.828	0.039
2908460	Chaffee R-II School District	Missouri	0.756	0.025
2908490	Osage County R-I School District	Missouri	0.777	0.029
2908670	Charleston R-I School District	Missouri	0.756	0.025
2908730	Chilhowee R-IV School District	Missouri	0.854	0.035
2908760	Chillicothe R-II School District	Missouri	0.754	0.03
2908790	Livingston County R-III School District	Missouri	0.754	0.03
2909090	Clarksburg C-2 School District	Missouri	0.702	0.033
2909120	Clarkton C-4 School District	Missouri	0.722	0.044
2909720	Clayton School District	Missouri	0.966	0.006
2909750	Clearwater R-I School District	Missouri	0.791	0.047
2909780	Clever R-V School District	Missouri	0.816	0.034
2909810	Climax Springs R-IV School District	Missouri	0.697	0.041
2909860	Clinton School District	Missouri	0.793	0.033
2909900	Cole Camp R-I School District	Missouri	0.702	0.035
2909930	Blair Oaks R-II School District	Missouri	0.772	0.017
2910020	Community R-VI School District	Missouri	0.788	0.031
2910080	Concordia R-II School District	Missouri	0.835	0.037
2910110	Laclede County R-I School District	Missouri	0.802	0.029
2910140	Cooter R-IV School District	Missouri	0.756	0.025
2910200	Couch R-I School District	Missouri	0.791	0.047
2910230	Cowgill R-VI School District	Missouri	0.754	0.03
2910260	Craig R-III School District	Missouri	0.733	0.036
2910290	Crane R-III School District	Missouri	0.717	0.027
2910320	Sherwood Cass R-VIII School District	Missouri	0.844	0.02
2910350	Crocker R-II School District	Missouri	0.812	0.033
2910380	Crystal City 47 School District	Missouri	0.855	0.028
2910410	Crawford County R-2 School District	Missouri	0.791	0.047
2910440	Dadeville R-II School District	Missouri	0.724	0.024
2910470	Davis R-XII School District	Missouri	0.793	0.033
2910500	De Soto 73 School District	Missouri	0.854	0.028
2910520	Lakeland R-III School District	Missouri	0.793	0.033
2910590	Buchanan County R-IV School District	Missouri	0.831	0.023
2910620	Delta R-V School District	Missouri	0.799	0.028
2910650	North Wood R-IV School District	Missouri	0.791	0.047
2910710	Dent-Phelps R-III School District	Missouri	0.791	0.046
2910770	Dexter R-XI School District	Missouri	0.756	0.025
2910800	Diamond R-IV School District	Missouri	0.788	0.043
2910830	Dixon R-I School District	Missouri	0.806	0.028
2910920	Doniphan R-I School District	Missouri	0.789	0.046
2910950	Dora R-III School District	Missouri	0.739	0.036
2911010	Skyline R-II School District	Missouri	0.739	0.036
2911040	Plainview R-VIII School District	Missouri	0.739	0.036
2911070	Drexel R-IV School District	Missouri	0.842	0.02
