LEAID	LEA_NAME	ST_NAME	LEA_CWIFTEST	LEA_CWIFTSE
2911100	East Carter County R-II School District	Missouri	0.776	0.039
2911160	East Lynne 40 School District	Missouri	0.868	0.029
2911220	East Prairie R-II School District	Missouri	0.756	0.025
2911250	East Buchanan County C-1 School District	Missouri	0.832	0.027
2911280	Knox County R-I School District	Missouri	0.668	0.049
2911310	El Dorado Springs R-II School District	Missouri	0.793	0.033
2911340	Eldon R-I School District	Missouri	0.697	0.041
2911400	Elsberry R-II School District	Missouri	0.789	0.034
2911450	Eminence R-I School District	Missouri	0.791	0.047
2911550	Cole County R-V School District	Missouri	0.753	0.016
2911580	Everton R-III School District	Missouri	0.717	0.027
2911650	Excelsior Springs 40 School District	Missouri	0.882	0.015
2911670	Exeter R-VI School District	Missouri	0.717	0.027
2911700	Fair Grove R-X School District	Missouri	0.809	0.014
2911730	Fair Play R-II School District	Missouri	0.796	0.035
2911760	Fairfax R-III School District	Missouri	0.733	0.036
2911850	Fairview R-XI School District	Missouri	0.739	0.036
2911910	Farmington R-VII School District	Missouri	0.789	0.035
2911940	Mid-Buchanan County R-V School District	Missouri	0.831	0.023
2911990	Fayette R-III School District	Missouri	0.668	0.049
2912010	Ferguson-Florissant R-II School District	Missouri	0.966	0.006
2912030	Festus R-VI School District	Missouri	0.855	0.028
2912180	Fordland R-III School District	Missouri	0.828	0.039
2912240	Forsyth R-III School District	Missouri	0.821	0.051
2912290	Fort Osage R-I School District	Missouri	0.948	0.008
2912300	Fox C-6 School District	Missouri	0.855	0.028
2912450	Spring Bluff R-XV School District	Missouri	0.87	0.031
2912480	Strain-Japan R-XVI School District	Missouri	0.862	0.028
2912510	Franklin County R-II School District	Missouri	0.87	0.031
2912540	Fredericktown R-I School District	Missouri	0.791	0.046
2912550	Fulton 58 School District	Missouri	0.777	0.029
2912600	Gainesville R-V School District	Missouri	0.739	0.036
2912630	Galena R-II School District	Missouri	0.717	0.027
2912660	Gallatin R-V School District	Missouri	0.754	0.03
2912690	Grundy County R-V School District	Missouri	0.805	0.034
2912720	Gasconade C-4 School District	Missouri	0.796	0.035
2912780	Gideon 37 School District	Missouri	0.756	0.025
2912840	Gilliam C-4 School District	Missouri	0.724	0.034
2912870	Gilman City R-IV School District	Missouri	0.754	0.03
2912900	Glasgow School District	Missouri	0.668	0.049
2912930	Golden City R-III School District	Missouri	0.784	0.028
2913080	Grain Valley R-V School District	Missouri	0.948	0.008
2913140	Grandview C-4 School District	Missouri	0.948	0.008
2913170	Grandview R-II School District	Missouri	0.855	0.028
2913230	Green City R-I School District	Missouri	0.805	0.034
2913260	Green Forest R-II School District	Missouri	0.791	0.047
2913290	Green Ridge R-VIII School District	Missouri	0.729	0.046
2913320	Greenfield R-IV School District	Missouri	0.717	0.027
2913380	Greenville R-II School District	Missouri	0.788	0.045
2913440	Pleasant View R-VI School District	Missouri	0.805	0.034
2913500	Hale R-I School District	Missouri	0.675	0.045
2913530	Halfway R-III School District	Missouri	0.796	0.035
2913560	Hallsville R-IV School District	Missouri	0.825	0.017
2913590	Hamilton R-II School District	Missouri	0.754	0.03
2913620	Hancock Place School District	Missouri	0.966	0.006
2913650	Hannibal 60 School District	Missouri	0.786	0.029
2913680	Hardin-Central C-2 School District	Missouri	0.833	0.04
2913710	Harrisburg R-VIII School District	Missouri	0.805	0.015
2913760	Harrisonville R-IX School District	Missouri	0.868	0.029
2913770	Hartville R-II School District	Missouri	0.796	0.035
2913800	Hayti R-II School District	Missouri	0.756	0.025
2913830	Hazelwood School District	Missouri	0.966	0.006
2914250	Dunklin R-V School District	Missouri	0.855	0.028
2914280	Gasconade County R-I School District	Missouri	0.785	0.027
2914310	Hermitage R-IV School District	Missouri	0.697	0.041
2914320	Hickory County R-I School District	Missouri	0.755	0.024
2914340	Hickman Mills C-1 School District	Missouri	0.948	0.008
2914370	Higbee R-VIII School District	Missouri	0.759	0.029
2914400	Lafayette County C-1 School District	Missouri	0.833	0.04
2914430	Hillsboro R-III School District	Missouri	0.855	0.028
2914460	Holcomb R-III School District	Missouri	0.722	0.044
2914490	Holden R-III School District	Missouri	0.854	0.035
2914520	Holliday C-2 School District	Missouri	0.785	0.037
2914550	Hollister R-V School District	Missouri	0.821	0.051
2914840	Houston R-I School District	Missouri	0.739	0.036
2915060	Junction Hill C-12 School District	Missouri	0.739	0.036
2915180	Glenwood R-VIII School District	Missouri	0.739	0.036
2915210	Howell Valley R-I School District	Missouri	0.739	0.036
2915240	Hudson R-IX School District	Missouri	0.793	0.033
2915270	Pettis County R-V School District	Missouri	0.729	0.046
2915300	Humansville R-IV School District	Missouri	0.795	0.03
2915330	Hume R-VIII School District	Missouri	0.793	0.033
2915390	Hurley R-I School District	Missouri	0.717	0.027
2915420	Iberia R-V School District	Missouri	0.697	0.041
2915450	Scott City R-I School District	Missouri	0.756	0.025
2915480	Independence 30 School District	Missouri	0.948	0.008
2915510	Iron County C-4 School District	Missouri	0.79	0.029
2915600	Jackson R-II School District	Missouri	0.8	0.029
2915630	North Daviess R-III School District	Missouri	0.754	0.03
2915660	Jamestown C-1 School District	Missouri	0.713	0.032
2916140	Jasper County R-V School District	Missouri	0.739	0.02
2916190	Jefferson City Public Schools	Missouri	0.772	0.015
2916200	Jefferson C-123 School District	Missouri	0.733	0.036
2916230	Jefferson County R-VII School District	Missouri	0.855	0.028
2916290	Jennings School District	Missouri	0.966	0.006
2916350	Joplin School District	Missouri	0.741	0.021
2916380	Clark County R-I School District	Missouri	0.759	0.029
2916400	Kansas City 33 School District	Missouri	0.948	0.008
2916450	Kearney R-I School District	Missouri	0.895	0.015
2916470	Kelso C-7 School District	Missouri	0.756	0.025
2916500	Kennett 39 School District	Missouri	0.723	0.043
2916530	Keytesville R-III School District	Missouri	0.667	0.049
2916590	King City R-I School District	Missouri	0.778	0.023
2916620	Kingston 42 School District	Missouri	0.754	0.03
2916660	Kingsville R-I School District	Missouri	0.855	0.033
2916710	Kirbyville R-VI School District	Missouri	0.821	0.051
2916740	Kirksville R-III School District	Missouri	0.759	0.029
2916770	Kirkwood R-VII School District	Missouri	0.966	0.006
2916830	Knob Noster R-VIII School District	Missouri	0.853	0.035
2916860	Oregon-Howell R-III School District	Missouri	0.77	0.029
2916920	La Monte R-IV School District	Missouri	0.729	0.046
2916950	La Plata R-II School District	Missouri	0.681	0.043
2917000	Laclede County C-5 School District	Missouri	0.796	0.035
2917820	Ladue School District	Missouri	0.966	0.006
2917850	Lamar R-I School District	Missouri	0.793	0.033
2917880	Laquey R-V School District	Missouri	0.812	0.033
2917910	Laredo R-VII School District	Missouri	0.805	0.034
2917970	Lathrop R-II School District	Missouri	0.829	0.038
2918220	Lawson R-XIV School District	Missouri	0.839	0.037
2918240	West St. Francois County R-IV School District	Missouri	0.789	0.035
2918270	Lebanon R-III School District	Missouri	0.796	0.035
2918300	Lee's Summit R-VII School District	Missouri	0.947	0.008
2918330	Leesville R-IX School District	Missouri	0.793	0.033
2918360	Leeton R-X School District	Missouri	0.853	0.035
2918420	Leopold R-III School District	Missouri	0.791	0.047
2918450	Lesterville R-IV School District	Missouri	0.791	0.047
2918460	Lewis County C-1 School District	Missouri	0.785	0.034
2918480	Lexington R-V School District	Missouri	0.833	0.04
2918510	Liberal R-II School District	Missouri	0.793	0.033
2918540	Liberty 53 School District	Missouri	0.899	0.016
2918600	Licking R-VIII School District	Missouri	0.74	0.036
2918670	Lincoln R-II School District	Missouri	0.697	0.041
2918690	Lindbergh School District	Missouri	0.966	0.006
2919080	Osage County R-II School District	Missouri	0.777	0.029
2919140	Lockwood R-I School District	Missouri	0.717	0.027
2919170	Logan-Rogersville R-VIII School District	Missouri	0.821	0.022
2919200	Lonedell R-XIV School District	Missouri	0.87	0.031
2919230	Lone Jack C-6 School District	Missouri	0.942	0.008
2919260	Louisiana R-II School District	Missouri	0.789	0.034
2919350	Woodland R-IV School District	Missouri	0.791	0.047
2919380	Macks Creek R-V School District	Missouri	0.697	0.041
2919410	Macon County R-I School District	Missouri	0.667	0.049
2919840	Madison C-3 School District	Missouri	0.785	0.037
2919890	Malden R-I School District	Missouri	0.722	0.044
2919920	Malta Bend R-V School District	Missouri	0.724	0.034
2919950	Manes R-V School District	Missouri	0.796	0.035
2919980	Mansfield R-IV School District	Missouri	0.792	0.033
2920010	Maplewood-Richmond Heights School District	Missouri	0.966	0.006
2920050	Marceline R-V School District	Missouri	0.774	0.031
2920160	Marion C. Early R-V School District	Missouri	0.798	0.031
2920280	Marion County R-II School District	Missouri	0.786	0.035
2920310	Marionville R-IX School District	Missouri	0.717	0.027
2920340	Mark Twain R-VIII School District	Missouri	0.821	0.051
2920370	Marquand-Zion R-VI School District	Missouri	0.791	0.047
2920410	Marshall School District	Missouri	0.724	0.034
2920430	Marshfield R-I School District	Missouri	0.827	0.039
2920490	Maryville R-II Schools	Missouri	0.733	0.036
2920550	Maysville R-I School District	Missouri	0.833	0.04
2920610	McDonald County R-I School District	Missouri	0.791	0.045
2920640	Meadville R-IV School District	Missouri	0.805	0.034
2920670	Mehlville R-IX School District	Missouri	0.966	0.006
2920700	Scotland County R-I School District	Missouri	0.759	0.029
2920750	North Mercer County R-III School District	Missouri	0.805	0.034
2920810	Mexico 59 School District	Missouri	0.789	0.034
2920820	Miami R-I School District	Missouri	0.793	0.033
2920840	Miami R-I School District	Missouri	0.724	0.034
2920880	Middle Grove C-1 School District	Missouri	0.786	0.026
2920940	Milan C-2 School District	Missouri	0.805	0.034
2921000	Miller R-II School District	Missouri	0.717	0.027
2921030	Mirabile C-1 School District	Missouri	0.754	0.03
2921060	Missouri City 56 School District	Missouri	0.899	0.016
2921100	Moberly School District	Missouri	0.785	0.037
2921120	Monett R-I School District	Missouri	0.717	0.027
2921150	High Point R-III School District	Missouri	0.697	0.041
2921180	Moniteau County R-V School District	Missouri	0.697	0.041
2921210	Monroe City R-I School District	Missouri	0.786	0.028
2921330	Montgomery County R-II School District	Missouri	0.777	0.029
2921360	Montrose R-XIV School District	Missouri	0.793	0.033
2921420	Scott County Central Schools	Missouri	0.756	0.025
2921480	Mound City R-II School District	Missouri	0.733	0.036
2921510	Mountain Grove R-III School District	Missouri	0.784	0.03
2921540	Mountain View-Birch Tree R-III School District	Missouri	0.752	0.027
2921600	Mount Vernon R-V School District	Missouri	0.717	0.027
2921660	Northeast Nodaway County R-V School District	Missouri	0.733	0.036
2921690	North Nodaway County R-VI School District	Missouri	0.733	0.036
2921720	Naylor R-II School District	Missouri	0.786	0.044
2921750	Neelyville R-IV School District	Missouri	0.723	0.044
2921810	Neosho R-V School District	Missouri	0.791	0.045
2921840	Nevada R-V School District	Missouri	0.793	0.033
2921875	New Bloomfield R-III School District	Missouri	0.777	0.029
2921880	Macon County R-IV School District	Missouri	0.667	0.049
2921940	New Franklin R-I School District	Missouri	0.675	0.047
2921960	New Haven School District	Missouri	0.87	0.031
2922110	New York R-IV School District	Missouri	0.754	0.03
2922140	Newburg R-II School District	Missouri	0.805	0.032
2922470	Newtown-Harris R-III School District	Missouri	0.805	0.034
2922500	Niangua R-V School District	Missouri	0.828	0.039
2922530	Nixa School District	Missouri	0.824	0.037
2922560	Nodaway-Holt R-VII School District	Missouri	0.736	0.035
2922620	Norborne R-VIII School District	Missouri	0.669	0.049
2922650	Normandy Schools Collaborative	Missouri	0.966	0.006
2922710	North Andrew County R-VI School District	Missouri	0.833	0.04
2922740	North Callaway County R-I School District	Missouri	0.777	0.028
2922770	North Harrison R-III School District	Missouri	0.754	0.03
2922800	North Kansas City 74 School District	Missouri	0.899	0.016
2922830	North Platte County R-I School District	Missouri	0.896	0.02
2922860	Northeast Randolph County R-IV School District	Missouri	0.785	0.037
2922890	Northwest R-I School District	Missouri	0.855	0.028
2922920	Northwestern R-I School District	Missouri	0.667	0.049
2922950	Norwood R-I School District	Missouri	0.793	0.034
2922980	Adair County R-I School District	Missouri	0.759	0.029
2923010	Oak Grove R-VI School District	Missouri	0.934	0.009
2923040	Oak Hill R-I School District	Missouri	0.791	0.047
2923070	Oak Ridge R-VI School District	Missouri	0.799	0.028
2923100	Odessa R-VII School District	Missouri	0.834	0.039
2923130	Oran R-III School District	Missouri	0.756	0.025
2923160	Orchard Farm R-V School District	Missouri	0.94	0.012
2923190	South Holt County R-I School District	Missouri	0.733	0.036
2923220	Orrick R-XI School District	Missouri	0.833	0.04
2923250	Osborn R-O School District	Missouri	0.833	0.04
2923270	Osceola School District	Missouri	0.793	0.033
2923310	Otterville R-VI School District	Missouri	0.716	0.026
2923340	Gasconade County R-II School District	Missouri	0.804	0.022
2923370	Thornfield R-I School District	Missouri	0.739	0.036
2923400	Lutie R-VI School District	Missouri	0.739	0.036
2923430	Ozark R-VI School District	Missouri	0.828	0.039
2923460	Meramec Valley R-III School District	Missouri	0.869	0.029
